,Merge,Conf_details,Conf_methods,Loc,Block,Loc_details
165,58a632b15f68b88e6fd57c317d348a26a7ec2c6f,packages/SystemUI/src/com/android/systemui/statusbar/policy/BluetoothControllerImpl.java,[],18,1,"[(326, 343, 18)]"
166,58a632b15f68b88e6fd57c317d348a26a7ec2c6f,packages/SystemUI/src/com/android/systemui/qs/QSTileHost.java,[],1,3,"[(0, 0, 0), (0, 0, 0), (14, 14, 1)]"
167,58a632b15f68b88e6fd57c317d348a26a7ec2c6f,packages/SystemUI/src/com/android/systemui/navigationbar/gestural/EdgeBackGestureHandler.java,[],2,2,"[(87, 87, 1), (531, 531, 1)]"
168,58a632b15f68b88e6fd57c317d348a26a7ec2c6f,packages/SystemUI/tests/src/com/android/keyguard/KeyguardSecurityContainerControllerTest.java,[],1,3,"[(74, 74, 1), (0, 0, 0), (0, 0, 0)]"
169,58a632b15f68b88e6fd57c317d348a26a7ec2c6f,telephony/java/android/telephony/AccessNetworkConstants.java,[],1,1,"[(117, 117, 1)]"
170,58a632b15f68b88e6fd57c317d348a26a7ec2c6f,core/tests/coretests/src/com/android/internal/widget/LocalImageResolverTest.java,[],0,1,"[(0, 0, 0)]"
171,5cb9413cc504ba46231d9eef0ea04abd6f435b7a,packages/SystemUI/tests/src/com/android/systemui/qs/QSTileHostTest.java,[],0,1,"[(0, 0, 0)]"
172,5cb9413cc504ba46231d9eef0ea04abd6f435b7a,packages/SystemUI/src/com/android/systemui/statusbar/phone/fragment/CollapsedStatusBarFragment.java,[],1,1,"[(510, 510, 1)]"
173,5cb9413cc504ba46231d9eef0ea04abd6f435b7a,services/core/java/com/android/server/display/DisplayPowerController.java,[],3,1,"[(483, 485, 3)]"
174,5cb9413cc504ba46231d9eef0ea04abd6f435b7a,packages/SystemUI/src/com/android/systemui/biometrics/AuthController.java,[],5,1,"[(489, 493, 5)]"
175,5cb9413cc504ba46231d9eef0ea04abd6f435b7a,packages/SystemUI/src/com/android/systemui/doze/DozeSensors.java,[],8,5,"[(226, 226, 1), (226, 226, 1), (544, 544, 1), (595, 595, 1), (785, 788, 4)]"
176,5cb9413cc504ba46231d9eef0ea04abd6f435b7a,packages/SystemUI/src/com/android/systemui/qs/QSTileHost.java,[],0,2,"[(0, 0, 0), (0, 0, 0)]"
177,5cb9413cc504ba46231d9eef0ea04abd6f435b7a,packages/SystemUI/src/com/android/systemui/biometrics/UdfpsDialogMeasureAdapter.java,[],6,6,"[(103, 103, 1), (197, 197, 1), (273, 273, 1), (288, 288, 1), (334, 334, 1), (347, 347, 1)]"
178,41a49763c17db1c50ed92b912c62f4835f0009d9,packages/SystemUI/tests/src/com/android/systemui/qs/QSTileHostTest.java,[],0,1,"[(0, 0, 0)]"
