Unnamed: 0,Merge,Conf_details,Conf_methods,Loc,Block,Loc_details,is_in_aff_files
34,f67897bc05520f743974fc397aa96e4049a057b3,services/core/java/com/android/server/input/InputManagerService.java,"['void com.android.server.input.InputManagerService.start()', 'void com.android.server.input.InputManagerService.start()', 'void com.android.server.input.InputManagerService.start()']",3,3,"[(352, 352, 1), (360, 360, 1), (360, 360, 1)]",True
35,f67897bc05520f743974fc397aa96e4049a057b3,packages/SystemUI/src/com/android/systemui/statusbar/phone/PhoneStatusBarTransitions.java,['void com.android.systemui.statusbar.phone.PhoneStatusBarTransitions.init()'],8,2,"[(35, 35, 1), (43, 49, 7)]",True
36,f67897bc05520f743974fc397aa96e4049a057b3,packages/SystemUI/src/com/android/systemui/appops/AppOpsControllerImpl.java,"['boolean com.android.systemui.appops.AppOpsControllerImpl.isUserVisible(int,int,String)', 'boolean com.android.systemui.appops.AppOpsControllerImpl.isUserVisible(AppOpItem)', 'boolean com.android.systemui.appops.AppOpsControllerImpl.isUserSensitive(int,int,String)']",53,1,"[(225, 277, 53)]",True
37,f67897bc05520f743974fc397aa96e4049a057b3,packages/SystemUI/src/com/android/systemui/statusbar/policy/Clock.java,[],2,1,"[(69, 70, 2)]",True
40,f67897bc05520f743974fc397aa96e4049a057b3,services/core/java/com/android/server/NetworkManagementService.java,[],1,1,"[(61, 61, 1)]",True
41,f67897bc05520f743974fc397aa96e4049a057b3,services/core/java/com/android/server/BluetoothManagerService.java,['void com.android.server.BluetoothManagerService.onAirplaneModeChanged()'],7,1,"[(264, 270, 7)]",True
42,721f892272f7a01a7b3d4db7cefd8943acbb8a01,services/core/java/com/android/server/policy/keyguard/KeyguardStateMonitor.java,['void com.android.server.policy.keyguard.KeyguardStateMonitor.onShowingStateChanged(boolean)'],44,2,"[(61, 65, 5), (107, 145, 39)]",True
44,619b6be348da0cfbb30a2d5a472a22cb462f2d6e,packages/SystemUI/src/com/android/systemui/appops/AppOpsControllerImpl.java,"['void com.android.systemui.appops.AppOpsControllerImpl.notifySuscribers(int,int,String,boolean)']",2,1,"[(328, 329, 2)]",True
45,8943bbe92bfbc3ead44f63a6a3c145a135548b7c,packages/SystemUI/src/com/android/systemui/statusbar/phone/PhoneStatusBarPolicy.java,['void com.android.systemui.statusbar.phone.PhoneStatusBarPolicy.updateBluetooth()'],26,1,"[(406, 431, 26)]",True
46,8943bbe92bfbc3ead44f63a6a3c145a135548b7c,telephony/java/android/telephony/ServiceState.java,['String android.telephony.ServiceState.rilRadioTechnologyToString(int)'],1,1,"[(990, 990, 1)]",True
48,8943bbe92bfbc3ead44f63a6a3c145a135548b7c,services/core/java/com/android/server/pm/UserManagerService.java,"['UserInfo com.android.server.pm.UserManagerService.createUserInternalUnchecked(String,int,int,String[])']",1,1,"[(2765, 2765, 1)]",True
49,8943bbe92bfbc3ead44f63a6a3c145a135548b7c,services/core/java/com/android/server/policy/PhoneWindowManager.java,[],1,1,"[(411, 411, 1)]",True
50,8943bbe92bfbc3ead44f63a6a3c145a135548b7c,packages/SystemUI/src/com/android/systemui/statusbar/phone/StatusBar.java,['void com.android.systemui.statusbar.phone.StatusBar.start()'],6,1,"[(704, 709, 6)]",True
51,8943bbe92bfbc3ead44f63a6a3c145a135548b7c,packages/SystemUI/src/com/android/systemui/screenshot/GlobalScreenshot.java,"['void com.android.systemui.screenshot.SaveImageInBackgroundTask.<init>(Context,SaveImageInBackgroundData,NotificationManager)', 'void com.android.systemui.screenshot.GlobalScreenshot.takeScreenshot(Runnable,boolean,boolean)']",30,7,"[(36, 36, 1), (49, 50, 2), (71, 71, 1), (0, 0, 0), (144, 144, 1), (181, 199, 19), (667, 672, 6)]",True
