Unnamed: 0,Merge,Conf_details,Conf_methods,Loc,Block,Loc_details,is_in_aff_files
0,acb5b7bc5892f21ff74adb2829705008ac4eb86c,packages/SystemUI/src/com/android/systemui/ScreenDecorations.java,[],2,2,"[(108, 108, 1), (133, 133, 1)]",True
1,acb5b7bc5892f21ff74adb2829705008ac4eb86c,packages/SystemUI/src/com/android/systemui/qs/QuickStatusBarHeader.java,[],0,1,"[(0, 0, 0)]",True
4,acb5b7bc5892f21ff74adb2829705008ac4eb86c,packages/SystemUI/src/com/android/keyguard/KeyguardUpdateMonitor.java,[],1,1,"[(263, 263, 1)]",True
5,b7ff81acc796b2957f68c9412cef71b9b47e67de,services/core/java/com/android/server/display/AutomaticBrightnessController.java,"['void com.android.server.display.AutomaticBrightnessController.OmniSettingsObserver.update()', 'void com.android.server.display.AutomaticBrightnessController.OmniSettingsObserver.<init>(Handler)', 'void com.android.server.display.AutomaticBrightnessController.OmniSettingsObserver.onChange(boolean)', 'void com.android.server.display.AutomaticBrightnessController.OmniSettingsObserver.observe()', 'void com.android.server.display.AutomaticBrightnessController.<init>(Callbacks,Context,Looper,SensorManager,Sensor,BrightnessMappingStrategy,int,int,int,float,int,int,long,long,boolean,HysteresisLevels,HysteresisLevels,long,PackageManager)', 'int com.android.server.display.AutomaticBrightnessController.clampScreenBrightness(int)']",39,2,"[(222, 255, 34), (806, 810, 5)]",True
6,b7ff81acc796b2957f68c9412cef71b9b47e67de,telephony/java/android/telephony/ServiceState.java,['String android.telephony.ServiceState.rilRadioTechnologyToString(int)'],1,1,"[(990, 990, 1)]",True
7,b7ff81acc796b2957f68c9412cef71b9b47e67de,packages/SystemUI/src/com/android/systemui/screenshot/GlobalScreenshot.java,"['void com.android.systemui.screenshot.SaveImageInBackgroundTask.<init>(Context,SaveImageInBackgroundData,NotificationManager)', 'void com.android.systemui.screenshot.GlobalScreenshot.takeScreenshot(Runnable,boolean,boolean)']",15,4,"[(33, 34, 2), (139, 139, 1), (160, 169, 10), (635, 636, 2)]",True
8,b7ff81acc796b2957f68c9412cef71b9b47e67de,services/core/java/com/android/server/notification/NotificationManagerService.java,[],8,1,"[(4200, 4207, 8)]",True
9,b7ff81acc796b2957f68c9412cef71b9b47e67de,packages/SystemUI/src/com/android/systemui/statusbar/phone/ScrimController.java,"['void com.android.systemui.statusbar.phone.ScrimController.updateScrims()', 'void com.android.systemui.statusbar.phone.ScrimController.onFinished(Callback)']",15,2,"[(590, 594, 5), (760, 769, 10)]",True
10,b7ff81acc796b2957f68c9412cef71b9b47e67de,packages/SystemUI/src/com/android/systemui/statusbar/phone/StatusBar.java,['void com.android.systemui.statusbar.phone.StatusBar.makeStatusBarView(RegisterStatusBarResult)'],23,1,"[(1040, 1062, 23)]",True
11,b7ff81acc796b2957f68c9412cef71b9b47e67de,packages/SystemUI/src/com/android/systemui/statusbar/phone/PhoneStatusBarPolicy.java,['void com.android.systemui.statusbar.phone.PhoneStatusBarPolicy.updateBluetooth()'],26,1,"[(397, 422, 26)]",True
12,b7ff81acc796b2957f68c9412cef71b9b47e67de,packages/SystemUI/src/com/android/systemui/statusbar/KeyguardIndicationController.java,[],1,1,"[(53, 53, 1)]",True
13,b7ff81acc796b2957f68c9412cef71b9b47e67de,packages/SystemUI/src/com/android/systemui/globalactions/GlobalActionsDialog.java,[],0,1,"[(0, 0, 0)]",True
17,160034a542fd4cfe183b93b3a4888dc7c4f68b65,packages/SystemUI/src/com/android/keyguard/KeyguardUpdateMonitor.java,[],1,1,"[(32, 32, 1)]",True
18,160034a542fd4cfe183b93b3a4888dc7c4f68b65,packages/SystemUI/src/com/android/systemui/statusbar/phone/LockIcon.java,['void com.android.systemui.statusbar.phone.LockIcon.update(boolean)'],19,1,"[(231, 249, 19)]",True
19,160034a542fd4cfe183b93b3a4888dc7c4f68b65,packages/SystemUI/src/com/android/keyguard/KeyguardUpdateMonitorCallback.java,['void com.android.keyguard.KeyguardUpdateMonitorCallback.onPulsing(boolean)'],3,1,"[(318, 320, 3)]",True
