facade,relation,startLine,src_category,src_modifier,src_entity,src_file,dest_category,dest_modifier,dest_label,dest_entity,dest_file,filter
actively native -> extensive,Contain,0,Package,null,android,,Package,null,,android.adb,,false
intrusive native -> extensive,Define,8573,Class,public,com.android.server.devicepolicy.DevicePolicyManagerService,services/devicepolicy/java/com/android/server/devicepolicy/DevicePolicyManagerService.java,Method,public,,com.android.server.devicepolicy.DevicePolicyManagerService.requireSecureKeyguard,services/devicepolicy/java/com/android/server/devicepolicy/DevicePolicyManagerService.java,false
extensive -> actively native,Call,8582,Method,public,com.android.server.devicepolicy.DevicePolicyManagerService.requireSecureKeyguard,services/devicepolicy/java/com/android/server/devicepolicy/DevicePolicyManagerService.java,Method,public,,com.android.server.devicepolicy.DevicePolicyManagerService.getPasswordQuality,services/devicepolicy/java/com/android/server/devicepolicy/DevicePolicyManagerService.java,false
extensive -> intrusive native,Call,8587,Method,public,com.android.server.devicepolicy.DevicePolicyManagerService.requireSecureKeyguard,services/devicepolicy/java/com/android/server/devicepolicy/DevicePolicyManagerService.java,Method,public,,com.android.server.devicepolicy.DevicePolicyManagerService.getStorageEncryptionStatus,services/devicepolicy/java/com/android/server/devicepolicy/DevicePolicyManagerService.java,false
extensive -> actively native,Call,8593,Method,public,com.android.server.devicepolicy.DevicePolicyManagerService.requireSecureKeyguard,services/devicepolicy/java/com/android/server/devicepolicy/DevicePolicyManagerService.java,Method,public,,com.android.server.devicepolicy.DevicePolicyManagerService.getKeyguardDisabledFeatures,services/devicepolicy/java/com/android/server/devicepolicy/DevicePolicyManagerService.java,false
extensive -> actively native,Modify,8578,Method,public,com.android.server.devicepolicy.DevicePolicyManagerService.requireSecureKeyguard,services/devicepolicy/java/com/android/server/devicepolicy/DevicePolicyManagerService.java,Variable,null,,com.android.server.devicepolicy.DevicePolicyManagerService.mHasFeature,services/devicepolicy/java/com/android/server/devicepolicy/DevicePolicyManagerService.java,false
extensive -> actively native,UseVar,8578,Method,public,com.android.server.devicepolicy.DevicePolicyManagerService.requireSecureKeyguard,services/devicepolicy/java/com/android/server/devicepolicy/DevicePolicyManagerService.java,Variable,null,,com.android.server.devicepolicy.DevicePolicyManagerService.mHasFeature,services/devicepolicy/java/com/android/server/devicepolicy/DevicePolicyManagerService.java,false
extensive -> actively native,UseVar,8588,Method,public,com.android.server.devicepolicy.DevicePolicyManagerService.requireSecureKeyguard,services/devicepolicy/java/com/android/server/devicepolicy/DevicePolicyManagerService.java,Variable,public,public-api system-api test-api whitelist,android.app.admin.DevicePolicyManager.ENCRYPTION_STATUS_ACTIVE,core/java/android/app/admin/DevicePolicyManager.java,false
extensive -> actively native,UseVar,8589,Method,public,com.android.server.devicepolicy.DevicePolicyManagerService.requireSecureKeyguard,services/devicepolicy/java/com/android/server/devicepolicy/DevicePolicyManagerService.java,Variable,public,public-api system-api test-api whitelist,android.app.admin.DevicePolicyManager.ENCRYPTION_STATUS_ACTIVATING,core/java/android/app/admin/DevicePolicyManager.java,false
extensive -> actively native,UseVar,8594,Method,public,com.android.server.devicepolicy.DevicePolicyManagerService.requireSecureKeyguard,services/devicepolicy/java/com/android/server/devicepolicy/DevicePolicyManagerService.java,Variable,public,public-api system-api test-api whitelist,android.app.admin.DevicePolicyManager.KEYGUARD_DISABLE_TRUST_AGENTS,core/java/android/app/admin/DevicePolicyManager.java,false
intrusive native -> extensive,Define,1066,Method,private,com.android.server.SystemServer.startOtherServices,services/java/com/android/server/SystemServer.java,Variable,null,,com.android.server.SystemServer.startOtherServices.externalServer,services/java/com/android/server/SystemServer.java,false
intrusive native -> extensive,Define,2114,Method,private,com.android.server.SystemServer.startOtherServices,services/java/com/android/server/SystemServer.java,Variable,null,,com.android.server.SystemServer.startOtherServices.serverClazz,services/java/com/android/server/SystemServer.java,false
intrusive native -> extensive,Define,2117,Method,private,com.android.server.SystemServer.startOtherServices,services/java/com/android/server/SystemServer.java,Variable,null,,com.android.server.SystemServer.startOtherServices.constructor,services/java/com/android/server/SystemServer.java,false
intrusive native -> extensive,Define,2119,Method,private,com.android.server.SystemServer.startOtherServices,services/java/com/android/server/SystemServer.java,Variable,null,,com.android.server.SystemServer.startOtherServices.baseObject,services/java/com/android/server/SystemServer.java,false
intrusive native -> extensive,Define,2120,Method,private,com.android.server.SystemServer.startOtherServices,services/java/com/android/server/SystemServer.java,Variable,null,,com.android.server.SystemServer.startOtherServices.method,services/java/com/android/server/SystemServer.java,false
intrusive native -> actively native,Call,2128,Method,private,com.android.server.SystemServer.startOtherServices,services/java/com/android/server/SystemServer.java,Method,public,greylist,android.util.Slog.wtf,core/java/android/util/Slog.java,true
intrusive native -> actively native,Call,2129,Method,private,com.android.server.SystemServer.startOtherServices,services/java/com/android/server/SystemServer.java,Method,public,greylist-max-o,android.util.Slog.wtf,core/java/android/util/Slog.java,true
intrusive native -> extensive,Set,2116,Method,private,com.android.server.SystemServer.startOtherServices,services/java/com/android/server/SystemServer.java,Variable,null,,com.android.server.SystemServer.startOtherServices.serverClazz,services/java/com/android/server/SystemServer.java,false
intrusive native -> extensive,UseVar,2117,Method,private,com.android.server.SystemServer.startOtherServices,services/java/com/android/server/SystemServer.java,Variable,null,,com.android.server.SystemServer.startOtherServices.serverClazz,services/java/com/android/server/SystemServer.java,false
intrusive native -> actively native,Reflect,2117,Method,private,com.android.server.SystemServer.startOtherServices,services/java/com/android/server/SystemServer.java,Class,public,blacklist,android.content.Context,core/java/android/content/Context.java,false
intrusive native -> actively native,Call,398,Method,public,com.android.server.companion.CompanionDeviceManagerService.CompanionDeviceManagerImpl.requestNotificationAccess,services/companion/java/com/android/server/companion/CompanionDeviceManagerService.java,Method,public,greylist,android.app.PendingIntent.getActivityAsUser,core/java/android/app/PendingIntent.java,false
intrusive native -> actively native,Call,405,Method,public,com.android.server.companion.CompanionDeviceManagerService.CompanionDeviceManagerImpl.requestNotificationAccess,services/companion/java/com/android/server/companion/CompanionDeviceManagerService.java,Method,public,greylist,android.os.UserHandle.UserHandle,core/java/android/os/UserHandle.java,true
intrusive native -> actively native,UseVar,1158,Method,protected,com.android.server.usb.UsbDeviceManager.UsbHandler.updateUsbNotification,services/usb/java/com/android/server/usb/UsbDeviceManager.java,Variable,public,public-api system-api test-api whitelist,android.os.Build.ID,core/java/android/os/Build.java,true
actively native -> extensive,Contain,0,Package,null,android.app,,File,null,,android.app.NotificationGroup.java,,false
intrusive native -> extensive,Define,235,Class,public,com.android.server.input.InputManagerService,services/core/java/com/android/server/input/InputManagerService.java,Method,private,,com.android.server.input.InputManagerService.nativeSetVolumeKeysRotation,services/core/java/com/android/server/input/InputManagerService.java,false
intrusive native -> extensive,Define,1720,Class,public,com.android.server.input.InputManagerService,services/core/java/com/android/server/input/InputManagerService.java,Method,public,,com.android.server.input.InputManagerService.updateVolumeKeysRotationFromSettings,services/core/java/com/android/server/input/InputManagerService.java,false
intrusive native -> extensive,Define,1725,Class,public,com.android.server.input.InputManagerService,services/core/java/com/android/server/input/InputManagerService.java,Method,public,,com.android.server.input.InputManagerService.registerVolumeKeysRotationSettingObserver,services/core/java/com/android/server/input/InputManagerService.java,false
intrusive native -> extensive,Define,1737,Class,public,com.android.server.input.InputManagerService,services/core/java/com/android/server/input/InputManagerService.java,Method,private,,com.android.server.input.InputManagerService.getVolumeKeysRotationSetting,services/core/java/com/android/server/input/InputManagerService.java,false
intrusive native -> extensive,Call,366,Method,public,com.android.server.input.InputManagerService.start,services/core/java/com/android/server/input/InputManagerService.java,Method,public,,com.android.server.input.InputManagerService.registerVolumeKeysRotationSettingObserver,services/core/java/com/android/server/input/InputManagerService.java,false
intrusive native -> extensive,Call,383,Method,public,com.android.server.input.InputManagerService.start,services/core/java/com/android/server/input/InputManagerService.java,Method,public,,com.android.server.input.InputManagerService.updateVolumeKeysRotationFromSettings,services/core/java/com/android/server/input/InputManagerService.java,false
intrusive native -> extensive,Call,375,Method,public,com.android.server.input.InputManagerService.start.Anonymous_Class.onReceive,services/core/java/com/android/server/input/InputManagerService.java,Method,public,,com.android.server.input.InputManagerService.updateVolumeKeysRotationFromSettings,services/core/java/com/android/server/input/InputManagerService.java,false
extensive -> actively native,Call,1726,Method,public,com.android.server.input.InputManagerService.registerVolumeKeysRotationSettingObserver,services/core/java/com/android/server/input/InputManagerService.java,Method,public,public-api system-api test-api whitelist,android.content.ContentResolver.registerContentObserver,core/java/android/content/ContentResolver.java,false
extensive -> actively native,Call,1726,Method,public,com.android.server.input.InputManagerService.registerVolumeKeysRotationSettingObserver,services/core/java/com/android/server/input/InputManagerService.java,Method,public,public-api system-api test-api whitelist,android.content.Context.getContentResolver,core/java/android/content/Context.java,false
extensive -> actively native,Call,1740,Method,private,com.android.server.input.InputManagerService.getVolumeKeysRotationSetting,services/core/java/com/android/server/input/InputManagerService.java,Method,public,public-api system-api test-api whitelist,android.content.Context.getContentResolver,core/java/android/content/Context.java,false
extensive -> actively native,UseVar,1741,Method,private,com.android.server.input.InputManagerService.getVolumeKeysRotationSetting,services/core/java/com/android/server/input/InputManagerService.java,Variable,public,greylist,android.os.UserHandle.USER_CURRENT,core/java/android/os/UserHandle.java,true
intrusive native -> extensive,Define,677,Class,public,com.android.server.ConnectivityService,services/core/java/com/android/server/ConnectivityService.java,Variable,private,,com.android.server.ConnectivityService.mIsolatedUids,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Define,681,Class,public,com.android.server.ConnectivityService,services/core/java/com/android/server/ConnectivityService.java,Variable,private,,com.android.server.ConnectivityService.mDetachedRequests,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Define,2051,Class,public,com.android.server.ConnectivityService,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.setUidIsolated,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Define,2058,Class,public,com.android.server.ConnectivityService,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.clearUidIsolated,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Define,2065,Class,public,com.android.server.ConnectivityService,services/core/java/com/android/server/ConnectivityService.java,Method,public,,com.android.server.ConnectivityService.isUidIsolated,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Define,2072,Class,public,com.android.server.ConnectivityService,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.addDetachedRequest,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Define,2078,Class,public,com.android.server.ConnectivityService,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.removeDetachedNetworkRequests,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Define,2093,Class,public,com.android.server.ConnectivityService,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.removeDetachedNetworkRequests,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Define,2097,Class,public,com.android.server.ConnectivityService,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.removeDetachedNetworkRequests,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Define,2107,Class,public,com.android.server.ConnectivityService,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.detachNetworkRequestsForUid,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Define,2139,Class,public,com.android.server.ConnectivityService,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.reattachNetworkRequestsForUid,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Define,4734,Class,public,com.android.server.ConnectivityService,services/core/java/com/android/server/ConnectivityService.java,Method,public,,com.android.server.ConnectivityService.getAllLegacyVpns,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> actively native,Call,677,Class,public,com.android.server.ConnectivityService,services/core/java/com/android/server/ConnectivityService.java,Method,public,,android.util.SparseBooleanArray.SparseBooleanArray,core/java/android/util/SparseBooleanArray.java,true
extensive -> actively native,Typed,677,Variable,private,com.android.server.ConnectivityService.mIsolatedUids,services/core/java/com/android/server/ConnectivityService.java,Class,public,,android.util.SparseBooleanArray,core/java/android/util/SparseBooleanArray.java,true
intrusive native -> extensive,Call,1354,Method,private,com.android.server.ConnectivityService.isNetworkWithLinkPropertiesBlocked,services/core/java/com/android/server/ConnectivityService.java,Method,public,,com.android.server.ConnectivityService.isUidIsolated,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Call,1525,Method,public,com.android.server.ConnectivityService.getAllNetworkInfo,services/core/java/com/android/server/ConnectivityService.java,Method,public,,com.android.server.ConnectivityService.isUidIsolated,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> actively native,Call,1525,Method,public,com.android.server.ConnectivityService.getAllNetworkInfo,services/core/java/com/android/server/ConnectivityService.java,Method,public,public-api system-api test-api whitelist,android.os.Binder.getCallingUid,core/java/android/os/Binder.java,true
intrusive native -> extensive,Call,1555,Method,public,com.android.server.ConnectivityService.getAllNetworks,services/core/java/com/android/server/ConnectivityService.java,Method,public,,com.android.server.ConnectivityService.isUidIsolated,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> actively native,Call,1555,Method,public,com.android.server.ConnectivityService.getAllNetworks,services/core/java/com/android/server/ConnectivityService.java,Method,public,public-api system-api test-api whitelist,android.os.Binder.getCallingUid,core/java/android/os/Binder.java,true
intrusive native -> extensive,Define,2030,Method,null,com.android.server.ConnectivityService.handleUidRulesChanged,services/core/java/com/android/server/ConnectivityService.java,Variable,null,,com.android.server.ConnectivityService.handleUidRulesChanged.wasIsolated,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Define,2032,Method,null,com.android.server.ConnectivityService.handleUidRulesChanged,services/core/java/com/android/server/ConnectivityService.java,Variable,null,,com.android.server.ConnectivityService.handleUidRulesChanged.isIsolated,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Call,2031,Method,null,com.android.server.ConnectivityService.handleUidRulesChanged,services/core/java/com/android/server/ConnectivityService.java,Method,public,,com.android.server.net.NetworkPolicyManagerInternal.isNetworkingIsolatedByUidRules,services/core/java/com/android/server/net/NetworkPolicyManagerInternal.java,false
intrusive native -> extensive,Call,2033,Method,null,com.android.server.ConnectivityService.handleUidRulesChanged,services/core/java/com/android/server/ConnectivityService.java,Method,public,,com.android.server.net.NetworkPolicyManagerInternal.isNetworkingIsolatedByUidRules,services/core/java/com/android/server/net/NetworkPolicyManagerInternal.java,false
intrusive native -> extensive,Call,2036,Method,null,com.android.server.ConnectivityService.handleUidRulesChanged,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.setUidIsolated,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Call,2038,Method,null,com.android.server.ConnectivityService.handleUidRulesChanged,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.clearUidIsolated,services/core/java/com/android/server/ConnectivityService.java,false
extensive -> actively native,Call,2053,Method,private,com.android.server.ConnectivityService.setUidIsolated,services/core/java/com/android/server/ConnectivityService.java,Method,public,public-api system-api test-api whitelist,android.util.SparseBooleanArray.put,core/java/android/util/SparseBooleanArray.java,true
extensive -> actively native,Call,2060,Method,private,com.android.server.ConnectivityService.clearUidIsolated,services/core/java/com/android/server/ConnectivityService.java,Method,public,public-api system-api test-api whitelist,android.util.SparseBooleanArray.delete,core/java/android/util/SparseBooleanArray.java,true
extensive -> actively native,Call,2068,Method,public,com.android.server.ConnectivityService.isUidIsolated,services/core/java/com/android/server/ConnectivityService.java,Method,public,public-api system-api test-api whitelist,android.util.SparseBooleanArray.get,core/java/android/util/SparseBooleanArray.java,true
extensive -> actively native,UseVar,2073,Method,private,com.android.server.ConnectivityService.addDetachedRequest,services/core/java/com/android/server/ConnectivityService.java,Variable,null,,com.android.server.ConnectivityService.NetworkRequestInfo.request,services/core/java/com/android/server/ConnectivityService.java,false
extensive -> intrusive native,Typed,2072,Variable,null,com.android.server.ConnectivityService.addDetachedRequest.nri,services/core/java/com/android/server/ConnectivityService.java,Class,private,,com.android.server.ConnectivityService.NetworkRequestInfo,services/core/java/com/android/server/ConnectivityService.java,false
extensive -> actively native,Call,2080,Method,private,com.android.server.ConnectivityService.removeDetachedNetworkRequests,services/core/java/com/android/server/ConnectivityService.java,Method,public,greylist,android.app.PendingIntent.getIntent,core/java/android/app/PendingIntent.java,false
extensive -> actively native,Call,2084,Method,private,com.android.server.ConnectivityService.removeDetachedNetworkRequests,services/core/java/com/android/server/ConnectivityService.java,Method,public,public-api system-api test-api whitelist,android.content.Intent.filterEquals,core/java/android/content/Intent.java,false
extensive -> actively native,Call,2084,Method,private,com.android.server.ConnectivityService.removeDetachedNetworkRequests,services/core/java/com/android/server/ConnectivityService.java,Method,public,greylist,android.app.PendingIntent.getIntent,core/java/android/app/PendingIntent.java,false
extensive -> actively native,Typed,2078,Variable,null,com.android.server.ConnectivityService.removeDetachedNetworkRequests.pendingIntent,services/core/java/com/android/server/ConnectivityService.java,Class,public,blacklist,android.app.PendingIntent,core/java/android/app/PendingIntent.java,false
extensive -> actively native,Typed,2080,Variable,null,com.android.server.ConnectivityService.removeDetachedNetworkRequests.intent,services/core/java/com/android/server/ConnectivityService.java,Class,public,blacklist,android.content.Intent,core/java/android/content/Intent.java,false
extensive -> intrusive native,Typed,2081,Variable,null,com.android.server.ConnectivityService.removeDetachedNetworkRequests.nri,services/core/java/com/android/server/ConnectivityService.java,Class,private,,com.android.server.ConnectivityService.NetworkRequestInfo,services/core/java/com/android/server/ConnectivityService.java,false
extensive -> actively native,Typed,2082,Variable,null,com.android.server.ConnectivityService.removeDetachedNetworkRequests.existingPendingIntent,services/core/java/com/android/server/ConnectivityService.java,Class,public,blacklist,android.app.PendingIntent,core/java/android/app/PendingIntent.java,false
extensive -> actively native,Typed,2093,Variable,null,com.android.server.ConnectivityService.removeDetachedNetworkRequests.request,services/core/java/com/android/server/ConnectivityService.java,Class,public,blacklist,android.net.NetworkRequest,core/java/android/net/NetworkRequest.java,false
extensive -> actively native,Call,2100,Method,private,com.android.server.ConnectivityService.removeDetachedNetworkRequests,services/core/java/com/android/server/ConnectivityService.java,Method,null,,com.android.server.ConnectivityService.NetworkRequestInfo.unlinkDeathRecipient,services/core/java/com/android/server/ConnectivityService.java,false
extensive -> actively native,UseVar,2099,Method,private,com.android.server.ConnectivityService.removeDetachedNetworkRequests,services/core/java/com/android/server/ConnectivityService.java,Variable,null,,com.android.server.ConnectivityService.NetworkRequestInfo.mUid,services/core/java/com/android/server/ConnectivityService.java,false
extensive -> actively native,UseVar,2099,Method,private,com.android.server.ConnectivityService.removeDetachedNetworkRequests,services/core/java/com/android/server/ConnectivityService.java,Variable,public,public-api system-api test-api whitelist,android.os.Process.SYSTEM_UID,core/java/android/os/Process.java,true
extensive -> actively native,UseVar,2101,Method,private,com.android.server.ConnectivityService.removeDetachedNetworkRequests,services/core/java/com/android/server/ConnectivityService.java,Variable,null,,com.android.server.ConnectivityService.NetworkRequestInfo.request,services/core/java/com/android/server/ConnectivityService.java,false
extensive -> intrusive native,Typed,2097,Variable,null,com.android.server.ConnectivityService.removeDetachedNetworkRequests.nri,services/core/java/com/android/server/ConnectivityService.java,Class,private,,com.android.server.ConnectivityService.NetworkRequestInfo,services/core/java/com/android/server/ConnectivityService.java,false
extensive -> actively native,Call,2117,Method,private,com.android.server.ConnectivityService.detachNetworkRequestsForUid,services/core/java/com/android/server/ConnectivityService.java,Method,public,public-api system-api test-api whitelist,android.util.Log.d,core/java/android/util/Log.java,true
extensive -> actively native,Call,2122,Method,private,com.android.server.ConnectivityService.detachNetworkRequestsForUid,services/core/java/com/android/server/ConnectivityService.java,Method,public,,com.android.server.connectivity.NetworkAgentInfo.isSatisfyingRequest,services/core/java/com/android/server/connectivity/NetworkAgentInfo.java,false
extensive -> actively native,Call,2124,Method,private,com.android.server.ConnectivityService.detachNetworkRequestsForUid,services/core/java/com/android/server/ConnectivityService.java,Method,public,public-api system-api test-api whitelist,android.util.Log.d,core/java/android/util/Log.java,true
extensive -> actively native,Call,2126,Method,private,com.android.server.ConnectivityService.detachNetworkRequestsForUid,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.callCallbackForRequest,services/core/java/com/android/server/ConnectivityService.java,false
extensive -> actively native,Call,2131,Method,private,com.android.server.ConnectivityService.detachNetworkRequestsForUid,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.handleRemoveNetworkRequest,services/core/java/com/android/server/ConnectivityService.java,false
extensive -> actively native,UseVar,2126,Method,private,com.android.server.ConnectivityService.detachNetworkRequestsForUid,services/core/java/com/android/server/ConnectivityService.java,Variable,public,greylist-max-o,android.net.ConnectivityManager.CALLBACK_LOST,core/java/android/net/ConnectivityManager.java,false
extensive -> intrusive native,Typed,2110,Variable,null,com.android.server.ConnectivityService.detachNetworkRequestsForUid.nri,services/core/java/com/android/server/ConnectivityService.java,Class,private,,com.android.server.ConnectivityService.NetworkRequestInfo,services/core/java/com/android/server/ConnectivityService.java,false
extensive -> intrusive native,Typed,2115,Variable,null,com.android.server.ConnectivityService.detachNetworkRequestsForUid.nri,services/core/java/com/android/server/ConnectivityService.java,Class,private,,com.android.server.ConnectivityService.NetworkRequestInfo,services/core/java/com/android/server/ConnectivityService.java,false
extensive -> actively native,Typed,2121,Variable,null,com.android.server.ConnectivityService.detachNetworkRequestsForUid.nai,services/core/java/com/android/server/ConnectivityService.java,Class,public,,com.android.server.connectivity.NetworkAgentInfo,services/core/java/com/android/server/connectivity/NetworkAgentInfo.java,false
extensive -> actively native,Call,2149,Method,private,com.android.server.ConnectivityService.reattachNetworkRequestsForUid,services/core/java/com/android/server/ConnectivityService.java,Method,public,public-api system-api test-api whitelist,android.util.Log.d,core/java/android/util/Log.java,true
extensive -> intrusive native,Call,2152,Method,private,com.android.server.ConnectivityService.reattachNetworkRequestsForUid,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.handleRegisterNetworkRequest,services/core/java/com/android/server/ConnectivityService.java,false
extensive -> intrusive native,Typed,2142,Variable,null,com.android.server.ConnectivityService.reattachNetworkRequestsForUid.nri,services/core/java/com/android/server/ConnectivityService.java,Class,private,,com.android.server.ConnectivityService.NetworkRequestInfo,services/core/java/com/android/server/ConnectivityService.java,false
extensive -> intrusive native,Typed,2147,Variable,null,com.android.server.ConnectivityService.reattachNetworkRequestsForUid.nri,services/core/java/com/android/server/ConnectivityService.java,Class,private,,com.android.server.ConnectivityService.NetworkRequestInfo,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Call,3595,Method,private,com.android.server.ConnectivityService.handleRegisterNetworkRequestWithIntent,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.removeDetachedNetworkRequests,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> actively native,Call,3595,Method,private,com.android.server.ConnectivityService.handleRegisterNetworkRequestWithIntent,services/core/java/com/android/server/ConnectivityService.java,Method,public,public-api system-api test-api whitelist,android.os.Binder.getCallingUid,core/java/android/os/Binder.java,true
intrusive native -> extensive,Call,3602,Method,private,com.android.server.ConnectivityService.handleRegisterNetworkRequest,services/core/java/com/android/server/ConnectivityService.java,Method,public,,com.android.server.ConnectivityService.isUidIsolated,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Call,3603,Method,private,com.android.server.ConnectivityService.handleRegisterNetworkRequest,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.addDetachedRequest,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> actively native,UseVar,3602,Method,private,com.android.server.ConnectivityService.handleRegisterNetworkRequest,services/core/java/com/android/server/ConnectivityService.java,Variable,null,,com.android.server.ConnectivityService.NetworkRequestInfo.mUid,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Call,3624,Method,private,com.android.server.ConnectivityService.handleReleaseNetworkRequestWithIntent,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.removeDetachedNetworkRequests,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> extensive,Call,3718,Method,private,com.android.server.ConnectivityService.handleReleaseNetworkRequest,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.removeDetachedNetworkRequests,services/core/java/com/android/server/ConnectivityService.java,false
intrusive native -> actively native,Call,3721,Method,private,com.android.server.ConnectivityService.handleReleaseNetworkRequest,services/core/java/com/android/server/ConnectivityService.java,Method,public,public-api system-api test-api whitelist,android.util.Log.d,core/java/android/util/Log.java,true
extensive -> actively native,Call,4736,Method,public,com.android.server.ConnectivityService.getAllLegacyVpns,services/core/java/com/android/server/ConnectivityService.java,Method,public,blacklist,android.net.NetworkStack.checkNetworkStackPermission,core/java/android/net/NetworkStack.java,false
extensive -> actively native,Call,4739,Method,public,com.android.server.ConnectivityService.getAllLegacyVpns,services/core/java/com/android/server/ConnectivityService.java,Method,public,public-api system-api test-api whitelist,android.os.Binder.clearCallingIdentity,core/java/android/os/Binder.java,true
extensive -> actively native,Call,4741,Method,public,com.android.server.ConnectivityService.getAllLegacyVpns,services/core/java/com/android/server/ConnectivityService.java,Method,public,,android.security.KeyStore.list,keystore/java/android/security/KeyStore.java,false
extensive -> actively native,Call,4742,Method,public,com.android.server.ConnectivityService.getAllLegacyVpns,services/core/java/com/android/server/ConnectivityService.java,Method,public,greylist,com.android.internal.net.VpnProfile.decode,core/java/com/android/internal/net/VpnProfile.java,false
extensive -> actively native,Call,4743,Method,public,com.android.server.ConnectivityService.getAllLegacyVpns,services/core/java/com/android/server/ConnectivityService.java,Method,public,,android.security.KeyStore.get,keystore/java/android/security/KeyStore.java,false
extensive -> actively native,Call,4749,Method,public,com.android.server.ConnectivityService.getAllLegacyVpns,services/core/java/com/android/server/ConnectivityService.java,Method,public,public-api system-api test-api whitelist,android.os.Binder.restoreCallingIdentity,core/java/android/os/Binder.java,true
extensive -> actively native,UseVar,4741,Method,public,com.android.server.ConnectivityService.getAllLegacyVpns,services/core/java/com/android/server/ConnectivityService.java,Variable,public,greylist-max-o,android.security.Credentials.VPN,keystore/java/android/security/Credentials.java,false
extensive -> actively native,UseVar,4743,Method,public,com.android.server.ConnectivityService.getAllLegacyVpns,services/core/java/com/android/server/ConnectivityService.java,Variable,public,greylist-max-o,android.security.Credentials.VPN,keystore/java/android/security/Credentials.java,false
extensive -> actively native,Typed,4742,Variable,null,com.android.server.ConnectivityService.getAllLegacyVpns.profile,services/core/java/com/android/server/ConnectivityService.java,Class,public,blacklist,com.android.internal.net.VpnProfile,core/java/com/android/internal/net/VpnProfile.java,false
intrusive native -> extensive,Define,5599,Class,private,com.android.server.ConnectivityService.NetworkRequestInfo,services/core/java/com/android/server/ConnectivityService.java,Method,null,,com.android.server.ConnectivityService.NetworkRequestInfo.NetworkRequestInfo,services/core/java/com/android/server/ConnectivityService.java,false
extensive -> actively native,Call,5606,Method,null,com.android.server.ConnectivityService.NetworkRequestInfo.NetworkRequestInfo,services/core/java/com/android/server/ConnectivityService.java,Method,private,,com.android.server.ConnectivityService.NetworkRequestInfo.enforceRequestCountLimit,services/core/java/com/android/server/ConnectivityService.java,false
extensive -> actively native,Call,5610,Method,null,com.android.server.ConnectivityService.NetworkRequestInfo.NetworkRequestInfo,services/core/java/com/android/server/ConnectivityService.java,Method,public,public-api system-api test-api whitelist,android.os.IBinder.linkToDeath,core/java/android/os/IBinder.java,true
