852a3628b28a69cea650da6ea8778c0a7599fb38,7f99bee1966,09383fb3944,None,lineage-20.0,android-security-13.0.0_r14
f1b360b81a979157d338af89579ab4e0e9a72e80,56a6587c4ef,90881feda15,None,lineage-20.0,android-security-13.0.0_r13
2da9d82617ef17986702f6a6c8873c16b1ca6769,d46a80e4dd5,d203ccf2f9f,None,lineage-20.0,android-security-13.0.0_r12
b2a98be76f14f83433c7d5af507745613eb3411c,bff0ca9f819,5c8d1d9774e,None,lineage-20.0,android-13.0.0_r83
bff0ca9f819aae41f201a5ca5271b15021364f9b,8874effd83e,51640edd49c,None,lineage-20.0,android-security-13.0.0_r11
4ff273ebe99366e59d0fa6e66d54d45ab5fd8aa1,76a563b9c4a,08f9c383738,None,lineage-20.0,android-security-13.0.0_r10
def5583bc1246e78f7bb17b12d2d7f521a3e54a0,ef60e423b06,0ddbc3bcc63,None,lineage-20.0,android-13.0.0_r76
ef60e423b06cb5c9e9e8561e281b87ea620214cd,acd73062553,292f896457b,None,lineage-20.0,android-13.0.0_r75
87052f701854318705bc8a2f6e763f57883f46a5,eb2f4d32196,3e09cce1f8f,None,lineage-20.0,android-security-13.0.0_r10
eb2f4d321960481551aa893e8263f81e5a185e56,3c3a7256c64,593ee4d787b,None,lineage-20.0,android-security-13.0.0_r10
4915af0e0ffb5ce7341bfa78c7b8b3273ede8d89,260ac0f7122,33643dd3de9,None,lineage-20.0,android-13.0.0_r72
260ac0f712268778785d8ab85b5ade341de77733,92835458175,0c0d251edfa,None,lineage-20.0,android-13.0.0_r71
928354581752d7accef1ae50de14c7d09455c0fe,2cf6a5a9363,7c8d5d55b2b,None,lineage-20.0,android-13.0.0_r67
601c49c61f9e762b49afa0c25d62487cad89956c,016489022f8,1d56c58117a,None,lineage-20.0,android-13.0.0_r63
ff380f8605d9e2e981f18be0dc55812aba884c2b,6cc26342a05,3169dfcf37e,None,lineage-20.0,android-13.0.0_r61
8bcec894e0ac789c47344ae917ba3613c0b84d98,c182b3466c2,07d7e334273,None,lineage-20.0,android-13.0.0_r52
106dca45f56e0d1563749339fc183c3cfbf3696c,d35e44d4d9d,87725c3faa3,None,lineage-20.0,android-13.0.0_r43
ac20891e0096d780e4ea000f2beccae56fd95618,ad4f07544b8,cdc63a6b182,None,lineage-20.0,android-13.0.0_r41
e33699a6fd9e692b2332b3c10642d49af617234e,0b34a54d632,af0429f7c33,None,lineage-20.0,android-13.0.0_r35
92967d26da880c8798a6b1459f3fe5641cbcfe5a,8f75bfa0189,c0061031eb3,None,lineage-20.0,android-13.0.0_r30
998612512c78332dccd9d3aa2f190f7309d25eb7,202ef84d307,324a1c31a79,None,lineage-20.0,android-13.0.0_r20
58a632b15f68b88e6fd57c317d348a26a7ec2c6f,f2e1fe0e597,7556c20276d,None,lineage-20.0,android-13.0.0_r16
5999fb0e5a99c2eb2248a297096d8f7bc830f77c,9d8b2a958ba,5ded4e967b0,None,lineage-20.0,android-13.0.0_r13
5cb9413cc504ba46231d9eef0ea04abd6f435b7a,95d07659935,cf4d533abf6,None,lineage-20.0,android-13.0.0_r11
41a49763c17db1c50ed92b912c62f4835f0009d9,06e716f16cf,49fbff820d0,None,lineage-20.0,android-14.0.0_r17
8d87e9414a3a03df4f202411d759e5d525d2f46d,345ff7b8618,53eadee33b5,None,lineage-20.0,android-13.0.0_r4
