filename,#author,#cmt,changeloc,#issue,#issue-cmt,issueLoc
services/core/java/com/android/server/clipboard/ClipboardService.java,13,37,1464,17,28,1010
core/java/com/android/internal/view/menu/MenuHelper.java,1,1,25,1,1,25
media/mca/filterfw/java/android/filterfw/core/Filter.java,5,8,758,2,5,38
packages/PrintSpooler/src/com/android/printspooler/util/BitmapSerializeUtils.java,1,1,60,0,0,0
core/java/com/android/internal/app/LocaleHelper.java,7,18,355,28,31,2343
packages/BackupEncryption/test/robolectric/src/com/android/server/backup/encryption/keys/TertiaryKeyRotationTrackerTest.java,0,0,0,0,0,0
core/tests/coretests/src/android/os/PowerManagerVrTest.java,2,3,308,1,2,298
media/mca/filterpacks/java/android/filterpacks/videosrc/SurfaceTextureSource.java,3,4,280,1,2,4
test-base/src/junit/framework/TestCase.java,0,0,0,0,0,0
core/tests/hosttests/test-apps/MultiDexLegacyTestServices/src/com/android/framework/multidexlegacytestservices/manymethods/Big019.java,1,1,4020,0,0,0
core/tests/coretests/src/android/os/ParcelTest.java,3,4,129,3,3,121
packages/CarSystemUI/src/com/android/systemui/car/sideloaded/SideLoadedAppListener.java,1,1,130,1,1,130
tests/Internal/src/com/android/internal/graphics/ColorUtilsTest.java,2,2,48,0,0,0
services/tests/wmtests/src/com/android/server/wm/ConfigurationContainerTests.java,2,2,122,2,2,122
core/java/android/text/BoringLayout.java,16,33,1809,18,23,552
packages/SystemUI/src/com/android/systemui/statusbar/notification/AboveShelfChangedListener.java,1,1,28,0,0,0
core/java/android/content/UndoOwner.java,2,4,79,3,3,33
services/core/java/com/android/server/pm/PackageVerificationState.java,2,2,84,2,2,52
core/java/android/text/style/LineHeightSpan.java,6,11,247,3,5,144
tests/backup/src/com/android/backuptest/BackupTestAgent.java,3,11,123,0,0,0
cmds/uiautomator/library/testrunner-src/com/android/uiautomator/testrunner/UiAutomatorTestRunner.java,1,1,431,1,1,431
core/java/com/android/internal/widget/RebootEscrowListener.java,1,1,32,1,1,32
core/tests/utiltests/src/android/util/AtomicFileTest.java,1,2,306,2,2,122
rs/java/android/renderscript/AllocationAdapter.java,3,7,294,0,0,0
core/java/com/android/internal/os/AndroidPrintStream.java,3,7,155,2,4,8
packages/SystemUI/tests/src/com/android/systemui/globalactions/ListGridLayoutTest.java,2,3,426,1,1,5
core/tests/coretests/src/android/os/SetPersistentVrThreadTest.java,4,6,203,3,5,198
core/tests/coretests/src/com/android/internal/os/BatteryStatsCounterTest.java,3,3,174,2,2,170
core/tests/coretests/src/android/widget/EditorCursorTest.java,2,5,522,3,3,508
packages/SettingsLib/src/com/android/settingslib/net/DataUsageUtils.java,5,8,172,7,8,172
core/tests/coretests/src/android/content/res/FontResourcesParserTest.java,4,10,231,6,8,180
packages/PackageInstaller/src/com/android/packageinstaller/wear/WearPackageArgs.java,1,1,100,0,0,0
packages/SystemUI/src/com/android/systemui/settings/BrightnessDialog.java,14,22,337,8,8,117
packages/SystemUI/src/com/android/systemui/classifier/LengthCountClassifier.java,2,3,46,1,1,5
packages/SystemUI/src/com/android/systemui/statusbar/StatusBarState.java,3,3,60,2,2,56
services/tests/wmtests/src/com/android/server/wm/WindowTestsBase.java,18,49,817,28,46,1022
packages/SystemUI/src/com/android/systemui/statusbar/notification/collection/coordinator/BubbleCoordinator.java,5,6,186,3,4,16
telephony/java/android/telephony/CellSignalStrengthLte.java,13,47,1616,24,35,1234
core/tests/hosttests/test-apps/MultiDexLegacyTestServices/src/com/android/framework/multidexlegacytestservices/Service8.java,1,1,24,0,0,0
tools/powermodel/src/com/android/powermodel/component/VideoProfile.java,1,1,28,0,0,0
media/java/android/media/tv/tuner/filter/MmtpFilterConfiguration.java,2,12,286,3,5,49
tests/TransitionTests/src/com/android/transitiontests/SurfaceAndTextureViews.java,2,5,219,1,1,4
services/core/java/com/android/server/notification/ConditionProviders.java,7,45,1998,13,19,785
core/tests/hosttests/test-apps/MultiDexLegacyTestApp/src/com/android/multidexlegacytestapp/manymethods/Big012.java,1,1,4020,0,0,0
services/backup/java/com/android/server/backup/internal/RunInitializeReceiver.java,6,15,247,9,14,228
core/java/android/view/InsetsFlags.java,3,5,287,1,4,227
test-base/src/android/test/AndroidTestCase.java,0,0,0,0,0,0
services/core/java/com/android/server/hdmi/SetArcTransmissionStateAction.java,4,18,373,9,9,97
tests/ActivityTests/src/com/google/android/test/activity/StartEmpty.java,1,1,29,0,0,0
core/tests/coretests/src/android/widget/layout/table/Weight.java,1,1,4,0,0,0
services/core/java/com/android/server/location/gnss/GnssMeasurementsProvider.java,1,1,2,1,1,2
telecomm/java/android/telecom/Call.java,28,143,3839,87,141,3213
services/core/java/com/android/server/hdmi/HdmiControlService.java,23,239,7293,141,157,3766
wifi/tests/src/android/net/wifi/aware/TlvBufferUtilsTest.java,2,5,344,4,4,342
lowpan/java/android/net/lowpan/InterfaceDisabledException.java,1,1,41,0,0,0
wifi/java/android/net/wifi/p2p/WifiP2pProvDiscEvent.java,4,7,266,4,6,262
packages/SystemUI/src/com/android/systemui/statusbar/notification/AnimatableProperty.java,2,3,219,2,2,173
packages/PackageInstaller/src/com/android/packageinstaller/InstallStart.java,4,8,264,4,4,37
packages/SystemUI/src/com/android/systemui/statusbar/phone/StatusBarIconControllerImpl.java,9,15,584,8,8,741
packages/SettingsProvider/src/android/provider/settings/validators/ListValidator.java,1,1,2,1,1,2
cmds/statsd/tools/localtools/src/com/android/statsd/shelltools/Utils.java,4,6,306,3,3,194
cmds/bu/src/com/android/commands/bu/Backup.java,5,16,402,4,5,125
services/core/java/com/android/server/location/IContextHubWrapper.java,1,1,141,1,1,141
services/core/java/com/android/server/stats/pull/StatsPullAtomService.java,18,98,6575,36,75,5026
packages/SystemUI/tests/src/com/android/systemui/doze/DozeUiTest.java,5,7,247,3,3,40
core/java/android/view/inputmethod/ExtractedText.java,6,11,393,5,5,91
core/tests/coretests/src/android/security/keystore/recovery/KeyChainProtectionParamsTest.java,2,2,115,1,1,110
core/tests/coretests/src/android/text/FontFallbackSetup.java,3,7,126,6,7,130
services/robotests/backup/src/com/android/server/backup/remote/ServiceBackupCallbackTest.java,0,0,0,0,0,0
core/java/android/bluetooth/le/PeriodicAdvertisingReport.java,3,10,497,4,10,497
packages/SystemUI/src/com/android/systemui/assist/ui/DisplayUtils.java,2,3,152,2,2,140
services/backup/java/com/android/server/backup/PackageManagerBackupAgent.java,9,19,1012,12,14,591
media/tests/MediaFrameworkTest/src/com/android/mediaframeworktest/unit/MediaPlayerSetVolumeStateUnitTest.java,1,3,204,0,0,0
tests/appwidgets/AppWidgetHostTest/src/com/android/tests/appwidgethost/TestAppWidgetProvider.java,0,0,0,0,0,0
core/tests/utiltests/src/com/android/internal/util/XmlUtilsTest.java,1,1,28,1,1,28
packages/CarrierDefaultApp/src/com/android/carrierdefaultapp/ProvisionObserver.java,2,3,124,2,3,124
