,Merge,Conf_details,Conf_methods,Loc,Block,Loc_details
0,618f6a02835ece0d70405b66bc37e4c545d231ca,core/tests/coretests/src/android/widget/RemoteViewsTest.java,[],0,2,"[(0, 0, 0), (0, 0, 0)]"
1,618f6a02835ece0d70405b66bc37e4c545d231ca,core/java/android/widget/RemoteViews.java,[],0,1,"[(0, 0, 0)]"
2,618f6a02835ece0d70405b66bc37e4c545d231ca,services/tests/uiservicestests/src/com/android/server/notification/NotificationManagerServiceTest.java,[],16,4,"[(0, 0, 0), (0, 0, 0), (5426, 5438, 13), (5443, 5445, 3)]"
3,618f6a02835ece0d70405b66bc37e4c545d231ca,services/core/java/com/android/server/wm/ActivityTaskSupervisor.java,[],5,1,"[(190, 194, 5)]"
4,4278111b5170151ed47b197d72fb94c1e1fc26e6,services/core/java/com/android/server/wm/DisplayPolicy.java,[],3,1,"[(21, 23, 3)]"
5,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/tests/src/com/android/systemui/statusbar/phone/AutoTileManagerTest.java,[],2,4,"[(0, 0, 0), (523, 523, 1), (540, 540, 1), (0, 0, 0)]"
6,750c4b2148206be44b34d93f661c879939391f49,services/core/java/com/android/server/wm/ActivityRecord.java,[],4,1,"[(9061, 9064, 4)]"
7,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/qs/QuickStatusBarHeader.java,[],333,6,"[(70, 116, 47), (156, 206, 51), (257, 280, 24), (303, 305, 3), (315, 411, 97), (460, 570, 111)]"
8,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/statusbar/phone/ScrimController.java,[],1,1,"[(321, 321, 1)]"
9,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/statusbar/phone/AutoTileManager.java,[],1,1,"[(282, 282, 1)]"
10,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/keyguard/KeyguardViewMediator.java,[],1,1,"[(1149, 1149, 1)]"
11,750c4b2148206be44b34d93f661c879939391f49,core/java/android/hardware/Camera.java,[],4,1,"[(348, 351, 4)]"
12,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/qs/customize/QSCustomizer.java,[],5,1,"[(81, 85, 5)]"
13,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/qs/tiles/InternetTile.java,[],9,1,"[(290, 298, 9)]"
14,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/statusbar/KeyguardIndicationController.java,[],6,1,"[(307, 312, 6)]"
15,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/theme/ThemeOverlayController.java,[],8,1,"[(373, 380, 8)]"
16,750c4b2148206be44b34d93f661c879939391f49,services/core/java/com/android/server/accounts/AccountManagerService.java,[],1,1,"[(4952, 4952, 1)]"
17,750c4b2148206be44b34d93f661c879939391f49,services/core/java/com/android/server/policy/PhoneWindowManager.java,[],2,2,"[(205, 205, 1), (644, 644, 1)]"
18,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/qs/tiles/dialog/InternetDialog.java,[],1,1,"[(864, 864, 1)]"
19,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/statusbar/connectivity/NetworkControllerImpl.java,[],2,1,"[(89, 90, 2)]"
20,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/statusbar/phone/PhoneStatusBarView.java,[],3,1,"[(65, 67, 3)]"
21,750c4b2148206be44b34d93f661c879939391f49,packages/SettingsProvider/src/android/provider/settings/backup/SecureSettings.java,[],2,1,"[(222, 223, 2)]"
22,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/navigationbar/NavigationBar.java,[],5,1,"[(1505, 1509, 5)]"
23,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/qs/tiles/HotspotTile.java,[],4,1,"[(57, 60, 4)]"
24,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/screenshot/ScreenshotView.java,[],2,1,"[(123, 124, 2)]"
25,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/tests/src/com/android/systemui/statusbar/phone/CentralSurfacesCommandQueueCallbacksTest.java,[],2,2,"[(92, 92, 1), (126, 126, 1)]"
26,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/tests/src/com/android/keyguard/KeyguardUpdateMonitorTest.java,[],1,1,"[(31, 31, 1)]"
27,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/statusbar/phone/CentralSurfacesCommandQueueCallbacks.java,[],3,3,"[(107, 107, 1), (139, 139, 1), (163, 163, 1)]"
28,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/screenshot/ImageExporter.java,[],3,1,"[(155, 157, 3)]"
29,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/doze/DozeSensors.java,[],7,4,"[(201, 202, 2), (209, 210, 2), (559, 560, 2), (672, 672, 1)]"
30,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/tests/src/com/android/systemui/qs/tiles/InternetTileTest.java,[],1,1,"[(50, 50, 1)]"
31,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/dagger/SystemUIModule.java,[],28,3,"[(69, 69, 1), (90, 90, 1), (284, 309, 26)]"
32,750c4b2148206be44b34d93f661c879939391f49,services/core/java/com/android/server/wm/RefreshRatePolicy.java,[],7,1,"[(132, 138, 7)]"
33,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/qs/QuickStatusBarHeaderController.java,[],73,5,"[(19, 27, 9), (69, 79, 11), (85, 111, 27), (116, 137, 22), (142, 145, 4)]"
34,750c4b2148206be44b34d93f661c879939391f49,services/core/java/com/android/server/wm/ActivityStarter.java,[],3,1,"[(125, 127, 3)]"
35,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/tests/src/com/android/systemui/shade/NotificationPanelViewControllerTest.java,[],361,3,"[(77, 83, 7), (197, 321, 125), (333, 561, 229)]"
36,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/statusbar/phone/CentralSurfacesImpl.java,[],1,1,"[(776, 776, 1)]"
37,750c4b2148206be44b34d93f661c879939391f49,packages/SettingsProvider/src/android/provider/settings/validators/SecureSettingsValidators.java,[],2,1,"[(353, 354, 2)]"
38,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/qs/QSHost.java,[],0,1,"[(0, 0, 0)]"
39,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/statusbar/notification/interruption/NotificationInterruptStateProviderImpl.java,[],1,1,"[(453, 453, 1)]"
40,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/statusbar/phone/fragment/CollapsedStatusBarFragment.java,[],2,1,"[(113, 114, 2)]"
41,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/screenshot/ScreenshotController.java,[],7,2,"[(114, 116, 3), (868, 871, 4)]"
42,750c4b2148206be44b34d93f661c879939391f49,packages/SystemUI/src/com/android/systemui/statusbar/CommandQueue.java,[],8,3,"[(171, 171, 1), (498, 501, 4), (1794, 1796, 3)]"
43,750c4b2148206be44b34d93f661c879939391f49,core/java/android/provider/Settings.java,[],17,1,"[(11270, 11286, 17)]"
44,963fdace15ff87def33f9b68308f29849388bed6,services/tests/wmtests/src/com/android/server/wm/RecentTasksTest.java,[],7,2,"[(1225, 1228, 4), (1243, 1245, 3)]"
45,963fdace15ff87def33f9b68308f29849388bed6,services/core/java/com/android/server/wm/Task.java,[],6,1,"[(3492, 3497, 6)]"
46,74a21b989f82a6a024f29085ad324e939472bed1,core/java/android/hardware/camera2/CameraManager.java,[],1,1,"[(26, 26, 1)]"
47,74a21b989f82a6a024f29085ad324e939472bed1,packages/SystemUI/src/com/android/systemui/qs/QSPanelController.java,[],3,1,"[(32, 34, 3)]"
48,74a21b989f82a6a024f29085ad324e939472bed1,packages/SystemUI/src/com/android/systemui/keyguard/KeyguardViewMediator.java,[],3,2,"[(0, 0, 0), (1821, 1823, 3)]"
49,74a21b989f82a6a024f29085ad324e939472bed1,packages/SystemUI/src/com/android/systemui/theme/ThemeOverlayController.java,[],4,1,"[(371, 374, 4)]"
50,74a21b989f82a6a024f29085ad324e939472bed1,core/java/android/hardware/Camera.java,[],4,1,"[(338, 341, 4)]"
51,74a21b989f82a6a024f29085ad324e939472bed1,packages/SystemUI/tests/src/com/android/systemui/screenshot/ImageExporterTest.java,[],1,1,"[(100, 100, 1)]"
52,74a21b989f82a6a024f29085ad324e939472bed1,packages/SystemUI/src/com/android/systemui/qs/customize/QSCustomizer.java,[],5,1,"[(80, 84, 5)]"
53,74a21b989f82a6a024f29085ad324e939472bed1,packages/SystemUI/src/com/android/keyguard/KeyguardPinViewController.java,[],19,1,"[(126, 144, 19)]"
54,74a21b989f82a6a024f29085ad324e939472bed1,core/java/android/app/StatusBarManager.java,[],1,1,"[(233, 233, 1)]"
55,74a21b989f82a6a024f29085ad324e939472bed1,packages/SystemUI/src/com/android/systemui/volume/VolumeDialogImpl.java,[],8,1,"[(1576, 1583, 8)]"
56,74a21b989f82a6a024f29085ad324e939472bed1,packages/SystemUI/src/com/android/systemui/tuner/TunerActivity.java,[],9,1,"[(65, 73, 9)]"
57,74a21b989f82a6a024f29085ad324e939472bed1,services/core/java/com/android/server/wm/DisplayRotation.java,[],70,2,"[(213, 239, 27), (268, 310, 43)]"
58,74a21b989f82a6a024f29085ad324e939472bed1,packages/SystemUI/src/com/android/systemui/screenshot/SaveImageInBackgroundTask.java,[],2,1,"[(136, 137, 2)]"
59,74a21b989f82a6a024f29085ad324e939472bed1,packages/SystemUI/src/com/android/keyguard/KeyguardUpdateMonitorCallback.java,[],2,1,"[(19, 20, 2)]"
60,74a21b989f82a6a024f29085ad324e939472bed1,packages/SystemUI/src/com/android/systemui/qs/tiles/dialog/InternetDialog.java,[],8,2,"[(170, 172, 3), (597, 601, 5)]"
61,74a21b989f82a6a024f29085ad324e939472bed1,packages/SystemUI/src/com/android/systemui/settings/brightness/BrightnessController.java,[],2,1,"[(51, 52, 2)]"
